StockCode,UnitPrice,ProfitMargin,DiscountedPrice,DiscountPct
21688,2.95,1.78,2.66,0.1
21694,2.95,2.57,2.77,0.06
22800,3.75,1.34,3.26,0.13
22801,3.75,3.59,3.64,0.03
22781,7.65,4.36,4.44,0.42
21466,3.75,0.78,2.77,0.26
21467,3.75,2.99,3.15,0.16
21471,3.75,1.46,2.62,0.3
21469,3.75,2.79,2.85,0.24
21524,7.95,7.08,7.16,0.1
22791,1.25,1.02,1.14,0.09
21690,3.75,3.75,3.71,0.01
37343,1.65,0.85,1.01,0.39
22088,2.95,2.92,2.89,0.02
21143,1.95,0.89,1.4,0.28
84944,4.25,2.4,3.15,0.26
22601,0.85,0.23,0.39,0.54
22600,0.85,0.08,0.24,0.72
22574,0.85,0.78,0.82,0.04
85199L,0.65,0.53,0.55,0.15
85199S,0.42,0.15,0.19,0.55
72741,1.45,1.3,1.42,0.02
37495,3.75,2.47,2.66,0.29
22171,8.5,5.53,7.57,0.11
85067,18.95,15.42,18.19,0.04
48184,7.95,0.36,3.02,0.62
48138,7.95,0.62,1.59,0.8
85019A,4.25,3.31,4.17,0.02
85019C,4.25,1.4,1.74,0.59
20902,6.35,0.5,3.43,0.46
21429,1.65,0.55,0.63,0.62
85071A,2.95,0.77,1.33,0.55
85071C,2.55,0.88,1.3,0.49
22355,0.85,0.38,0.51,0.4
21579,2.25,0.15,0.76,0.66
21576,2.25,2.12,2.14,0.05
22493,1.65,0.93,1.22,0.26
21833,1.69,1.12,1.52,0.1
85135B,7.95,6.27,7.55,0.05
85136A,7.95,2.84,7.16,0.1
85136C,7.95,5.11,5.17,0.35
21055,8.95,7.51,8.05,0.1
21056,8.95,8.68,8.77,0.02
21928,1.95,0.97,1.81,0.07
20711,1.95,0.52,1.13,0.42
21773,2.51,1.47,1.78,0.29
21774,2.51,1.79,2.33,0.07
21787,1.66,0.39,1.33,0.2
21801,0.43,0.09,0.26,0.39
21802,0.43,0.15,0.4,0.08
21803,0.43,0.39,0.41,0.04
21809,2.51,2.25,2.36,0.06
21821,7.62,5.59,6.78,0.11
21822,4.21,3.49,3.75,0.11
21851,4.21,4.07,4.08,0.03
21879,1.66,0.55,1.1,0.34
21884,1.66,0.69,1.41,0.15
21888,7.62,2.25,4.42,0.42
21911,3.36,0.09,1.65,0.51
21922,16.98,3.43,13.07,0.23
21935,3.36,1.64,2.39,0.29
21942,1.66,0.71,0.85,0.49
21944,1.66,1.48,1.49,0.1
21949,2.51,0.11,0.38,0.85
21990,2.51,1.49,2.13,0.15
21991,2.51,1.36,1.98,0.21
21993,2.51,2.25,2.28,0.09
22037,0.85,0.5,0.8,0.06
22043,0.43,0.15,0.37,0.14
22065,3.36,2.5,2.99,0.11
22067,3.36,1.44,2.69,0.2
22069,3.36,0.68,2.65,0.21
22071,7.62,3.19,5.11,0.33
22076,3.36,3.23,3.26,0.03
22080,3.36,2.61,2.92,0.13
22081,3.36,1.87,2.52,0.25
22090,5.91,5.75,5.79,0.02
22134,0.85,0.68,0.78,0.08
22135,0.85,0.72,0.74,0.13
22154,0.85,0.83,0.83,0.02
22155,0.85,0.73,0.81,0.05
22156,1.66,1.4,1.53,0.08
22161,0.81,0.69,0.75,0.07
22162,3.36,3.09,3.26,0.03
22169,16.98,1.5,10.36,0.39
22182,4.21,4.11,4.13,0.02
22190,2.51,0.94,1.28,0.49
22203,7.62,0.91,3.58,0.53
22207,8.47,2.12,3.64,0.57
22265,1.28,1.11,1.15,0.1
22276,5.91,5.9,5.85,0.01
22299,2.51,2.13,2.38,0.05
22300,5.06,2.34,4.81,0.05
22301,5.06,3.85,4.6,0.09
22309,5.06,2.66,3.95,0.22
22314,5.91,4.26,4.85,0.18
22335,1.28,1.07,1.19,0.07
22336,1.28,0.09,0.82,0.36
22345,1.66,0.13,1.28,0.23
22348,1.66,1.23,1.54,0.07
22356,1.66,1.49,1.51,0.09
22359,5.91,3.88,4.43,0.25
22361,5.91,0.47,0.95,0.84
22375,8.47,5.88,8.13,0.04
22378,4.21,1.43,3.33,0.21
22380,4.21,1.14,3.66,0.13
22394,5.06,3.37,4.86,0.04
22396,2.51,1.71,1.88,0.25
22419,0.85,0.52,0.62,0.27
22422,1.28,0.47,0.92,0.28
22430,10.17,4.77,8.24,0.19
22432,4.21,3.66,3.87,0.08
22437,1.66,0.06,1.48,0.11
22471,11.02,7.62,9.81,0.11
22476,11.02,6.59,8.82,0.2
22477,2.51,0.6,2.36,0.06
22478,2.51,0.99,1.18,0.53
22479,2.51,1.85,2.03,0.19
22497,8.47,8.0,8.3,0.02
22515,4.21,3.69,3.96,0.06
22517,4.21,3.73,3.83,0.09
22519,4.21,3.14,3.58,0.15
22545,0.85,0.3,0.45,0.47
22550,7.62,2.84,6.02,0.21
22560,2.51,0.83,1.96,0.22
22589,5.06,4.21,4.71,0.07
22605,25.49,13.98,23.96,0.06
22639,5.06,1.43,4.5,0.11
22669,5.91,0.13,2.13,0.64
22675,2.51,1.23,1.33,0.47
22734,5.06,2.53,4.76,0.06
22741,1.66,1.38,1.53,0.08
22755,1.66,0.31,0.88,0.47
22757,2.51,2.05,2.11,0.16
22758,2.51,0.93,1.58,0.37
22769,51.02,13.25,36.22,0.29
22792,1.66,0.13,0.46,0.72
22816,0.85,0.23,0.69,0.19
22818,0.85,0.42,0.43,0.49
22822,12.72,1.67,9.41,0.26
22844,16.98,10.98,13.24,0.22
22847,34.0,8.8,23.8,0.3
22862,8.47,6.84,7.28,0.14
22876,4.21,1.12,4.08,0.03
22928,11.87,4.79,4.99,0.58
22948,6.77,5.09,5.62,0.17
22949,2.98,1.3,1.34,0.55
22976,2.51,1.82,2.33,0.07
35095A,0.84,0.6,0.75,0.11
35095B,0.84,0.57,0.76,0.09
35471D,2.51,0.85,2.03,0.19
35598D,2.51,2.13,2.43,0.03
35599D,5.91,3.4,5.56,0.06
35610A,2.51,1.83,2.03,0.19
35818P,3.36,1.04,2.86,0.15
35957,1.66,0.68,1.48,0.11
35961,1.66,1.42,1.44,0.13
35971,2.51,1.26,2.33,0.07
37449,21.23,16.44,18.47,0.13
37476,18.68,3.63,3.92,0.79
47559B,2.51,0.22,1.73,0.31
47591B,1.66,0.45,0.78,0.53
47591D,4.21,1.44,3.37,0.2
47593B,0.85,0.24,0.65,0.23
48188,14.43,8.48,11.83,0.18
71459,1.69,0.33,0.51,0.7
72586,0.85,0.84,0.83,0.02
72799E,3.36,0.54,2.32,0.31
72799F,3.36,2.38,2.42,0.28
72807A,8.47,3.2,4.57,0.46
72807B,8.47,4.68,6.95,0.18
72807C,8.47,8.09,8.13,0.04
72816,2.51,0.41,1.48,0.41
79030D,12.72,1.03,10.56,0.17
79030G,12.72,2.22,6.23,0.51
82551,2.51,1.04,2.01,0.2
82583,4.21,3.14,3.33,0.21
82613B,2.51,2.12,2.18,0.13
82613C,2.51,0.9,0.93,0.63
82613D,2.51,1.55,1.88,0.25
84031A,4.21,2.53,2.69,0.36
84031B,4.21,0.46,3.41,0.19
84032A,3.36,2.51,3.26,0.03
84086C,4.21,4.19,4.17,0.01
84279P,8.47,3.39,7.2,0.15
85015,2.51,0.4,2.03,0.19
85016,2.51,1.93,2.41,0.04
85017A,0.85,0.08,0.45,0.47
85017B,0.85,0.8,0.82,0.03
85032D,1.66,0.17,0.22,0.87
85039A,1.66,0.1,1.53,0.08
85048,16.98,11.52,12.73,0.25
85064,11.02,7.55,7.93,0.28
85127,10.17,6.15,7.12,0.3
85129D,2.51,2.14,2.41,0.04
85131B,0.85,0.56,0.58,0.32
85132A,8.47,0.61,5.08,0.4
85135C,8.47,0.56,8.13,0.04
85176,1.66,1.52,1.54,0.07
85177,1.66,1.51,1.58,0.05
85178,2.51,1.07,2.46,0.02
85186A,0.85,0.21,0.62,0.27
85232B,4.95,2.99,3.07,0.38
90003C,3.81,1.51,2.86,0.25
90018A,4.24,1.53,3.52,0.17
90022,3.81,2.87,3.24,0.15
90071,1.26,1.24,1.23,0.02
90099,5.06,4.48,4.76,0.06
90116,2.51,1.24,2.13,0.15
90120C,4.24,3.91,3.9,0.08
90129A,1.66,0.97,0.98,0.41
90129B,1.66,1.31,1.38,0.17
90161A,5.09,2.48,3.21,0.37
90190C,2.96,1.95,2.19,0.26
90194,4.24,4.03,4.16,0.02
90209B,2.11,0.81,1.14,0.46
90214D,0.85,0.19,0.64,0.25
90214G,0.85,0.02,0.66,0.22
90214H,0.85,0.02,0.07,0.92
90214J,0.85,0.34,0.36,0.58
90214R,0.85,0.45,0.48,0.43
84534B,1.66,0.31,0.73,0.56
84535B,1.49,0.44,0.57,0.62
84536A,0.85,0.4,0.72,0.15
84536B,0.85,0.63,0.73,0.14
84580,4.21,2.96,3.24,0.23
84581,4.21,2.02,3.03,0.28
84598,0.43,0.01,0.06,0.85
84912B,3.36,1.99,2.82,0.16
84913A,3.36,2.38,2.92,0.13
84913B,3.36,1.72,3.09,0.08
84923,4.21,1.29,2.1,0.5
84946,2.51,1.83,2.43,0.03
84988,2.98,0.73,2.62,0.12
20856,1.65,0.31,0.56,0.66
20854,1.65,1.44,1.57,0.05
21218,3.75,0.54,3.34,0.11
22845,6.35,4.26,4.51,0.29
11001,3.36,3.24,3.29,0.02
16236,0.43,0.22,0.42,0.02
17003,0.43,0.33,0.4,0.08
17011F,4.21,2.5,4.08,0.03
17012A,2.51,0.18,1.43,0.43
17012B,2.51,0.12,2.26,0.1
17012C,2.51,0.34,1.38,0.45
17012D,2.51,2.47,2.46,0.02
17012E,2.51,1.29,1.91,0.24
17012F,2.51,1.91,1.98,0.21
17129F,1.66,0.81,1.28,0.23
18098C,5.91,5.18,5.61,0.05
20622,4.21,3.61,3.66,0.13
20658,2.51,1.51,2.28,0.09
20662,2.51,2.01,2.38,0.05
20676,2.51,1.88,2.41,0.04
20684,6.77,1.52,2.44,0.64
20719,1.66,0.8,1.48,0.11
20724,1.66,0.49,0.58,0.65
20733,0.85,0.46,0.8,0.06
20735,0.85,0.37,0.75,0.12
20770,2.51,0.52,1.36,0.46
20835,11.02,4.15,8.15,0.26
20839,9.32,8.57,8.67,0.07
20840,9.32,9.27,9.13,0.02
20956,2.51,0.45,1.91,0.24
20969,7.62,6.12,6.48,0.15
20971,2.51,1.24,2.36,0.06
20975,1.28,0.75,0.95,0.26
20981,1.66,1.5,1.51,0.09
20996,0.84,0.35,0.76,0.1
21000,3.36,1.2,2.22,0.34
21012,2.51,1.05,2.36,0.06
21069,2.51,0.65,1.53,0.39
21070,2.51,1.28,1.91,0.24
21147,2.51,0.25,0.95,0.62
21158,3.36,2.79,3.02,0.1
21165,4.21,2.58,2.74,0.35
21174,4.21,2.15,3.28,0.22
21189,3.36,1.08,2.25,0.33
21191,4.21,3.75,4.13,0.02
21195,4.21,3.66,4.0,0.05
21207,3.36,3.16,3.26,0.03
21216,11.02,1.58,7.05,0.36
21217,21.23,15.54,19.32,0.09
21231,2.51,1.22,1.96,0.22
21238,1.66,1.53,1.58,0.05
21249,5.91,3.93,5.02,0.15
21262,7.62,5.56,6.1,0.2
21313,1.66,1.36,1.53,0.08
21349,13.57,9.92,13.3,0.02
21352,5.91,1.9,3.37,0.43
21354,2.51,0.3,1.46,0.42
21365,5.91,4.38,5.44,0.08
21366,8.47,5.87,7.28,0.14
21369,7.62,2.58,6.93,0.09
21372,5.91,4.73,4.79,0.19
21385,1.66,0.57,0.68,0.59
21407,8.47,1.9,3.9,0.54
21408,8.47,1.74,4.83,0.43
21507,0.85,0.84,0.83,0.02
21563,5.91,5.47,5.5,0.07
21564,5.91,2.3,5.26,0.11
21634,2.51,2.37,2.38,0.05
21641,1.66,1.24,1.54,0.07
21679,1.66,0.29,1.48,0.11
21703,0.85,0.8,0.83,0.02
21704,1.66,1.46,1.56,0.06
21721,1.66,0.82,1.23,0.26
21722,1.66,1.05,1.41,0.15
21758,12.72,6.79,7.25,0.43
79144B,0.42,0.36,0.41,0.03
22482,1.25,1.22,1.23,0.02
21917,0.42,0.31,0.39,0.06
20697,2.55,1.32,2.17,0.15
22599,0.85,0.23,0.31,0.64
22597,0.85,0.33,0.66,0.22
21495,0.42,0.1,0.37,0.12
46000R,1.45,0.33,0.88,0.39
46000S,1.45,1.44,1.44,0.01
84920,3.75,1.64,1.99,0.47
22953,1.25,0.92,0.96,0.23
84508A,2.55,0.84,1.2,0.53
21670,1.25,0.15,0.64,0.49
22786,5.95,2.53,5.06,0.15
22212,2.1,0.26,1.39,0.34
22678,1.25,1.12,1.14,0.09
22686,1.25,1.22,1.23,0.02
84685,3.75,0.11,2.51,0.33
20616,2.1,1.71,1.72,0.18
22753,0.85,0.54,0.57,0.33
79066K,0.85,0.29,0.4,0.53
22794,7.95,0.75,4.61,0.42
22592,3.75,0.53,2.81,0.25
84352,16.95,9.5,13.73,0.19
22795,6.75,1.97,2.77,0.59
22278,4.95,1.09,2.13,0.57
22802,19.95,3.83,17.56,0.12
84884A,3.95,2.69,2.77,0.3
51014C,0.85,0.21,0.23,0.73
51014L,0.85,0.61,0.71,0.16
51014A,0.85,0.24,0.63,0.26
22366,6.75,2.98,4.18,0.38
48111,6.75,0.55,5.13,0.24
22846,14.95,10.92,10.91,0.27
22402,1.25,0.49,0.82,0.34
22400,1.25,0.56,1.2,0.04
22399,1.25,0.94,1.05,0.16
79302M,2.95,1.21,1.62,0.45
37446,1.45,1.34,1.39,0.04
84509B,3.75,0.42,2.96,0.21
22313,2.95,0.44,0.53,0.82
21181,2.1,1.92,1.99,0.05
21818,0.85,0.35,0.55,0.35
21668,1.25,0.77,1.12,0.1
21462,6.75,2.43,4.59,0.32
22496,2.95,1.55,2.83,0.04
84870C,3.75,1.47,3.19,0.15
84870B,3.75,2.62,3.08,0.18
22765,14.95,10.15,14.65,0.02
21351,6.75,0.58,3.65,0.46
22581,0.85,0.07,0.66,0.22
22579,0.85,0.42,0.73,0.14
22572,0.85,0.36,0.39,0.54
22640,2.55,1.12,1.43,0.44
22641,2.55,1.59,2.45,0.04
22638,2.55,0.07,0.79,0.69
22576,0.85,0.47,0.81,0.05
21817,0.85,0.78,0.81,0.05
21813,4.95,2.74,3.42,0.31
21808,3.75,2.1,3.56,0.05
21014,0.85,0.75,0.78,0.08
21018,0.85,0.53,0.71,0.17
22946,16.95,7.87,13.56,0.2
22660,7.95,5.78,5.8,0.27
21761,29.95,27.76,29.05,0.03
21781,14.95,6.95,9.87,0.34
22696,1.95,1.17,1.23,0.37
84360,5.95,4.5,4.94,0.17
35954,0.42,0.41,0.41,0.02
84760S,1.45,0.26,0.3,0.79
85045,4.95,1.8,4.01,0.19
35598B,0.65,0.32,0.49,0.24
22578,0.85,0.7,0.8,0.06
22855,1.25,0.05,1.1,0.12
21864,1.69,0.18,1.47,0.13
15056P,4.6,4.44,4.46,0.03
85174,4.25,0.78,3.27,0.23
82615,2.55,1.44,1.53,0.4
85038,1.69,0.8,1.37,0.19
22965,2.1,0.65,1.45,0.31
21374,3.75,2.43,2.59,0.31
21509,0.42,0.34,0.38,0.09
22025,0.42,0.36,0.39,0.08
22725,3.75,1.6,1.8,0.52
37448,1.49,0.81,1.12,0.25
22421,0.42,0.3,0.39,0.06
84997A,3.75,3.65,3.67,0.02
21136,1.69,0.17,0.44,0.74
71477,3.25,0.1,1.92,0.41
22030,0.42,0.41,0.41,0.02
90214M,1.25,0.89,0.93,0.26
90214V,1.25,0.44,1.16,0.07
90214S,1.25,0.38,0.64,0.49
21789,0.85,0.45,0.82,0.04
21629,7.95,4.73,7.39,0.07
21850,4.95,3.54,3.96,0.2
20978,1.25,1.21,1.21,0.03
20768,2.55,0.29,0.51,0.8
20780,5.49,0.74,3.18,0.42
21398,2.1,1.97,1.99,0.05
21643,1.25,0.33,0.36,0.71
21620,3.75,3.38,3.67,0.02
22260,0.85,0.17,0.69,0.19
22136,1.65,0.37,0.74,0.55
10135,2.51,0.11,1.76,0.3
16168M,0.85,0.79,0.81,0.05
17014A,3.36,2.61,2.69,0.2
17084N,0.43,0.15,0.37,0.15
17084P,0.43,0.21,0.29,0.33
20617,4.21,0.81,0.84,0.8
20619,4.21,0.55,0.8,0.81
20653,2.51,0.12,0.28,0.89
20681,6.77,3.42,3.79,0.44
20682,6.77,2.72,2.84,0.58
20696,7.62,5.87,7.16,0.06
20699,5.06,1.58,2.68,0.47
20700,10.17,1.81,7.73,0.24
20718,2.51,2.12,2.38,0.05
20752,4.21,1.51,2.82,0.33
20761,7.62,1.27,7.39,0.03
20846,2.51,0.18,1.38,0.45
20931,7.62,0.76,1.07,0.86
21002,3.36,0.09,2.65,0.21
21015,1.28,0.35,1.06,0.17
21067,2.51,1.15,1.51,0.4
21109,13.57,7.89,12.89,0.05
21110,13.57,1.3,8.01,0.41
21128,12.72,3.11,11.83,0.07
21164,5.91,0.73,4.26,0.28
21188,5.91,5.75,5.73,0.03
21208,3.36,1.37,3.16,0.06
21220,2.51,1.85,2.38,0.05
21272,2.51,0.71,1.48,0.41
21279,5.06,4.46,4.81,0.05
21281,5.06,3.08,4.86,0.04
21288,5.91,1.72,2.13,0.64
21356,2.51,0.96,1.31,0.48
21439,2.51,1.31,2.13,0.15
21447,2.51,1.68,2.06,0.18
21537,8.47,6.24,6.86,0.19
21547,5.91,5.69,5.67,0.04
21594,4.21,2.36,2.69,0.36
21638,4.21,3.58,3.79,0.1
21648,2.51,1.07,1.96,0.22
21656,3.36,2.15,3.19,0.05
21671,2.51,1.19,1.33,0.47
21684,2.51,0.31,0.83,0.67
21698,1.66,0.09,1.05,0.37
21700,8.47,5.36,5.51,0.35
21745,8.47,0.48,5.17,0.39
21775,2.51,1.01,2.38,0.05
21820,7.62,0.95,6.4,0.16
21830,0.85,0.74,0.77,0.09
21846,4.21,3.62,3.79,0.1
21868,3.36,3.11,3.16,0.06
21875,3.36,2.65,3.19,0.05
21896,4.21,0.68,1.94,0.54
21899,1.66,1.14,1.56,0.06
21906,13.57,7.2,11.81,0.13
21908,4.21,2.4,3.45,0.18
21974,2.98,2.59,2.83,0.05
22078,4.21,1.42,1.68,0.6
22084,5.91,3.34,5.08,0.14
22091,2.51,1.62,2.16,0.14
22124,2.51,0.28,2.18,0.13
22165,11.02,1.97,2.64,0.76
22184,8.47,5.02,5.93,0.3
22208,3.36,0.82,1.92,0.43
22245,1.66,0.77,1.13,0.32
22246,4.21,3.21,3.83,0.09
22283,16.13,7.4,8.39,0.48
22304,5.06,1.01,4.5,0.11
22308,5.06,3.39,3.59,0.29
22317,5.91,3.23,3.78,0.36
22324,4.21,0.72,3.62,0.14
22325,11.87,0.77,6.77,0.43
22331,3.36,2.51,3.26,0.03
22342,3.36,1.79,3.12,0.07
22350,5.06,3.16,3.34,0.34
22393,5.06,1.65,4.1,0.19
22405,2.51,1.13,2.01,0.2
22409,2.51,2.4,2.46,0.02
22420,0.85,0.37,0.76,0.11
22425,10.17,4.91,9.66,0.05
22458,5.06,4.71,4.76,0.06
22459,5.06,2.42,4.45,0.12
22499,12.72,2.43,10.3,0.19
22503,59.53,25.47,52.39,0.12
22536,0.85,0.41,0.66,0.22
22586,1.66,0.2,0.93,0.44
22602,1.66,1.43,1.46,0.12
22649,11.02,2.75,4.19,0.62
22668,5.91,5.27,5.73,0.03
22673,2.51,0.92,1.23,0.51
22692,7.95,1.91,1.91,0.76
22746,4.21,0.25,3.66,0.13
22747,4.21,3.14,3.41,0.19
22756,2.51,0.5,2.43,0.03
22788,20.38,4.64,13.25,0.35
22831,5.91,3.11,5.14,0.13
22841,16.13,11.15,14.36,0.11
22863,5.91,4.43,5.5,0.07
22870,4.21,0.82,1.35,0.68
22890,20.38,11.62,15.49,0.24
22897,2.98,0.76,0.98,0.67
22898,4.21,3.38,3.87,0.08
22944,16.13,4.45,13.55,0.16
22977,2.51,1.14,1.76,0.3
35637A,19.53,17.29,18.55,0.05
35916B,1.66,1.19,1.34,0.19
35916C,1.66,1.61,1.63,0.02
35964,1.66,0.81,1.49,0.1
35965,3.36,0.82,1.55,0.54
35967,1.66,0.71,1.01,0.39
37450,5.91,3.05,5.44,0.08
37491A,3.36,1.77,2.52,0.25
46775D,11.02,7.35,7.71,0.3
46776B,4.21,3.14,3.28,0.22
47566B,8.47,7.52,7.88,0.07
47567B,12.72,2.03,11.83,0.07
47590A,11.02,5.19,8.38,0.24
47590B,11.02,9.88,10.25,0.07
47594A,4.21,2.71,3.79,0.1
70006,3.36,2.8,3.23,0.04
71496A,1.49,0.55,1.37,0.08
72134,1.66,1.01,1.16,0.3
79067,8.47,3.15,6.01,0.29
82582,4.21,4.13,4.13,0.02
82599,4.21,1.85,2.82,0.33
82616C,2.51,1.21,2.33,0.07
84459B,3.36,1.29,2.96,0.12
84520B,1.66,0.42,1.48,0.11
84559A,1.69,1.15,1.49,0.12
84559B,1.69,0.25,1.25,0.26
84596J,2.51,1.3,1.36,0.46
84609,16.98,4.19,9.34,0.45
84659A,2.51,2.13,2.18,0.13
84663A,5.91,2.75,5.73,0.03
84828,2.51,1.44,1.88,0.25
84856L,11.87,6.15,8.55,0.28
84915,4.21,0.89,2.02,0.52
84950,0.99,0.1,0.73,0.26
84976,3.36,2.03,2.42,0.28
85008,10.17,0.86,1.53,0.85
85040B,3.36,2.8,3.06,0.09
85053,4.21,3.43,3.83,0.09
85114A,3.36,0.32,0.94,0.72
85131D,0.85,0.27,0.67,0.21
85170D,4.21,0.52,0.59,0.86
85212,1.66,0.95,1.08,0.35
85227,1.66,0.35,0.68,0.59
85232D,10.17,9.22,9.66,0.05
90013B,4.24,1.09,1.48,0.65
90018B,4.24,0.29,2.46,0.42
90019B,5.51,0.54,1.98,0.64
90024C,8.49,0.99,7.81,0.08
90036F,8.07,6.37,7.02,0.13
90040B,3.81,1.31,3.62,0.05
90051,7.22,2.5,3.39,0.53
90054,2.54,1.26,2.03,0.2
90077,2.96,2.13,2.87,0.03
90124B,10.17,0.73,0.71,0.93
90134,2.96,0.72,1.18,0.6
90138,5.51,0.79,2.04,0.63
90161B,5.09,3.06,4.78,0.06
90166,4.24,2.0,3.73,0.12
90173,3.81,1.67,2.71,0.29
90177C,2.96,2.0,2.75,0.07
90177E,2.96,1.64,2.6,0.12
90181B,9.34,7.54,8.13,0.13
90192,5.09,3.13,3.26,0.36
90206C,5.09,3.18,3.36,0.34
90209C,2.11,0.99,1.05,0.5
90211A,5.94,3.72,4.93,0.17
90214A,0.85,0.25,0.65,0.24
90214E,0.85,0.66,0.82,0.03
20970,3.75,2.13,3.26,0.13
84658,6.95,0.22,5.21,0.25
22448,3.35,0.6,1.88,0.44
22447,3.35,1.18,1.68,0.5
22446,3.35,1.52,2.31,0.31
20665,2.95,0.13,0.68,0.77
21472,3.75,1.61,2.14,0.43
21877,1.25,0.34,1.07,0.14
22524,1.25,0.44,0.53,0.58
20765,3.75,3.07,3.52,0.06
21624,5.95,5.47,5.83,0.02
84926A,1.25,0.3,0.31,0.75
85035C,4.25,0.41,2.8,0.34
72803A,4.25,4.05,4.08,0.04
40001,0.85,0.45,0.56,0.34
21709,4.95,4.79,4.85,0.02
22220,9.95,3.6,9.25,0.07
85034A,4.25,1.6,3.78,0.11
72798C,1.65,1.54,1.55,0.06
35271S,0.19,0.04,0.12,0.36
21380,2.95,0.98,2.09,0.29
21221,1.25,0.73,1.06,0.15
20755,0.85,0.19,0.62,0.27
21421,1.25,0.43,1.0,0.2
21422,0.85,0.24,0.57,0.33
22617,4.25,0.24,2.63,0.38
21364,6.75,4.3,6.01,0.11
21042,5.95,0.88,3.15,0.47
22272,2.95,1.05,2.3,0.22
21172,1.45,0.2,0.62,0.57
72760B,9.95,2.81,3.08,0.69
22365,7.95,3.97,5.41,0.32
22507,4.95,3.53,4.8,0.03
62096A,1.25,0.37,0.44,0.65
85071D,2.55,1.09,1.35,0.47
22044,0.42,0.28,0.29,0.31
21918,0.42,0.27,0.32,0.24
22029,0.42,0.11,0.41,0.03
21360,9.95,8.43,9.65,0.03
84077,0.29,0.06,0.26,0.12
84792,4.65,4.54,4.56,0.02
85175,0.42,0.11,0.2,0.52
20893,2.1,0.17,0.55,0.74
22440,0.42,0.34,0.37,0.12
22434,1.95,1.39,1.54,0.21
22564,1.25,0.61,0.99,0.21
21215,0.42,0.09,0.24,0.44
21058,0.85,0.79,0.81,0.05
21060,0.85,0.05,0.31,0.64
21719,0.85,0.43,0.75,0.12
84826,0.85,0.19,0.24,0.72
21881,0.65,0.43,0.45,0.31
22491,0.85,0.83,0.83,0.02
21355,1.25,0.08,0.42,0.66
21518,0.42,0.28,0.29,0.31
22023,0.42,0.03,0.4,0.04
22027,0.42,0.27,0.4,0.04
22718,0.42,0.37,0.38,0.1
22717,0.42,0.12,0.26,0.37
22028,0.42,0.18,0.28,0.33
21669,1.25,0.99,1.09,0.13
21673,1.25,0.44,1.06,0.15
22460,1.25,0.47,0.79,0.37
22433,1.95,0.04,1.54,0.21
22431,1.95,0.68,1.52,0.22
84674,2.95,2.43,2.74,0.07
22676,1.25,0.87,1.05,0.16
22672,1.65,1.54,1.55,0.06
22777,8.5,1.24,8.24,0.03
22924,0.85,0.53,0.54,0.37
22832,10.75,10.65,10.64,0.01
20674,1.25,0.66,0.96,0.23
22170,6.75,4.17,4.52,0.33
21428,4.25,0.25,0.64,0.85
22840,7.95,6.95,7.47,0.06
79191C,0.85,0.5,0.5,0.41
47471,0.65,0.63,0.64,0.02
16046,0.85,0.46,0.82,0.04
22796,9.95,2.44,2.79,0.72
22733,1.25,0.05,1.12,0.1
22559,1.25,0.79,0.96,0.23
22896,2.55,2.21,2.32,0.09
20967,3.75,1.95,2.29,0.39
21430,3.75,0.95,2.03,0.46
22070,3.75,3.35,3.49,0.07
20983,0.85,0.6,0.68,0.2
21527,7.95,3.18,4.61,0.42
21538,3.75,1.9,3.49,0.07
85216,0.65,0.57,0.64,0.02
22131,1.95,0.44,1.81,0.07
21163,1.45,0.45,1.03,0.29
21161,1.45,0.71,0.94,0.35
21159,1.45,0.69,1.39,0.04
21390,1.25,0.66,1.04,0.17
22285,1.65,0.44,1.06,0.36
22284,1.65,1.25,1.3,0.21
21383,0.65,0.55,0.64,0.02
21381,1.69,1.28,1.3,0.23
22210,1.65,1.65,1.65,0.0
22209,1.65,1.46,1.48,0.1
21872,1.25,1.14,1.17,0.06
85035A,4.25,1.92,3.27,0.23
22761,24.95,6.19,10.73,0.57
22385,1.95,1.32,1.64,0.16
22374,4.25,0.09,2.68,0.37
21741,2.95,0.71,1.48,0.5
85061W,0.85,0.35,0.58,0.32
40016,0.42,0.08,0.31,0.27
22202,3.75,0.12,2.59,0.31
21064,5.95,2.25,4.52,0.24
84341B,0.85,0.52,0.69,0.19
84509G,3.75,2.57,3.3,0.12
16235,0.21,0.04,0.1,0.51
20986,1.25,0.26,0.29,0.77
20832,0.85,0.16,0.6,0.29
84846A,2.1,0.33,0.36,0.83
22442,7.95,1.56,6.76,0.15
21769,79.95,34.52,71.16,0.11
20798,2.1,2.05,2.06,0.02
22320,5.95,4.53,5.77,0.03
21561,2.55,0.39,2.32,0.09
85132B,9.95,8.9,9.25,0.07
85132C,9.95,0.97,5.77,0.42
22215,8.5,8.47,8.5,0.0
20675,1.25,0.89,1.16,0.07
21239,0.85,0.33,0.56,0.34
21987,0.65,0.46,0.51,0.21
21988,0.85,0.22,0.83,0.02
21989,0.85,0.55,0.65,0.24
22316,1.25,0.33,0.98,0.22
22332,1.65,1.22,1.5,0.09
21206,1.65,1.21,1.3,0.21
20677,1.25,0.86,0.9,0.28
22806,2.95,0.78,1.48,0.5
22893,0.42,0.4,0.4,0.04
85159A,6.35,1.62,6.03,0.05
21784,9.95,7.03,7.66,0.23
22849,16.95,3.42,5.59,0.67
17090D,1.25,0.06,0.69,0.45
17090A,1.25,0.23,1.01,0.19
72127,1.25,1.12,1.14,0.09
